Average IMDb Rating,Number of IMDb Votes,Bechdel Test Rating,Movie Title,Year,Genres
7.2,757160.0,2,Ant-Man,2015,"Action,Comedy,Sci-Fi"
6.5,37070.0,3,The Second Best Exotic Marigold Hotel,2015,"Comedy,Drama,Romance"
6.9,49185.0,0,Slow West,2015,"Adventure,Drama,Romance"
7.3,17303.0,3,Taxi,2015,"Comedy,Drama"
7.3,270279.0,2,Southpaw,2015,"Action,Drama,Sport"
5.6,171807.0,1,Pixels,2015,"Action,Comedy,Fantasy"
5.4,24074.0,3,Barely Lethal,2015,"Action,Comedy"
5.6,62818.0,3,Magic Mike XXL,2015,"Comedy,Drama,Music"
6.6,69303.0,2,Irrational Man,2015,"Comedy,Crime,Drama"
6.7,17508.0,3,Grandma,2015,"Comedy,Drama"
6.2,110321.0,2,Paper Towns,2015,"Adventure,Comedy,Drama"
7.4,434231.0,0,Mission: Impossible - Rogue Nation,2015,"Action,Adventure,Thriller"
7.1,41039.0,3,Tangerine,2015,"Comedy,Crime,Drama"
4.3,184782.0,0,Fantastic Four,2015,"Action,Adventure,Sci-Fi"
4.8,311.0,3,Trust Fund,2015,Drama
7.2,348904.0,3,The Man from U.N.C.L.E.,2015,"Action,Adventure,Comedy"
7.2,33778.0,1,The End of the Tour,2015,"Biography,Drama"
6.0,25531.0,3,Ricki and the Flash,2015,"Comedy,Drama,Music"
7.8,18497.0,3,The Second Mother,2015,"Comedy,Drama"
6.4,32537.0,3,Tale of Tales,2015,"Drama,Fantasy,Horror"
6.7,9551.0,3,I'll See You in My Dreams,2015,"Comedy,Drama,Romance"
5.7,9156.0,2,Madame Bovary,2015,"Drama,Romance"
6.5,106219.0,1,Self/less,2015,"Action,Mystery,Sci-Fi"
6.8,69592.0,1,Mr. Holmes,2015,"Crime,Drama,Family"
5.7,7401.0,2,Bloodsucking Bastards,2015,"Action,Comedy,Horror"
7.6,69495.0,3,The Little Prince,2015,"Adventure,Animation,Comedy"
7.8,228564.0,1,Straight Outta Compton,2015,"Biography,Drama,History"
7.7,142718.0,3,Me and Earl and the Dying Girl,2015,"Comedy,Drama"
5.6,11658.0,2,The Perfect Guy,2015,"Drama,Romance,Thriller"
6.3,294682.0,3,Maze Runner: The Scorch Trials,2015,"Action,Adventure,Sci-Fi"
6.6,154452.0,3,Hotel Transylvania 2,2015,"Adventure,Animation,Comedy"
6.1,98840.0,1,American Ultra,2015,"Action,Comedy"
8.0,974257.0,3,The Martian,2015,"Adventure,Drama,Sci-Fi"
5.4,76347.0,3,Aloha,2015,"Comedy,Drama,Romance"
5.7,2008.0,1,Just Jim,2015,"Comedy,Drama,Thriller"
7.7,513446.0,0,Sicario,2015,"Action,Crime,Drama"
7.0,52641.0,1,Pawn Sacrifice,2015,"Biography,Drama,History"
5.4,52827.0,3,The Green Inferno,2015,"Adventure,Horror"
7.2,90840.0,1,Dope,2015,"Adventure,Comedy,Crime"
6.6,2580.0,3,My Little Pony: Equestria Girls - Friendship Games,2015,"Animation,Family,Fantasy"
6.8,199058.0,1,Black Mass,2015,"Biography,Crime,Drama"
6.5,55156.0,3,The Final Girls,2015,"Comedy,Fantasy,Horror"
6.5,164398.0,3,Crimson Peak,2015,"Drama,Horror,Mystery"
4.2,17382.0,3,Vice,2015,"Action,Sci-Fi,Thriller"
7.6,338062.0,1,Bridge of Spies,2015,"Drama,History,Thriller"
7.2,184111.0,3,Steve Jobs,2015,"Biography,Drama"
6.3,99434.0,2,Goosebumps,2015,"Adventure,Comedy,Fantasy"
7.3,139340.0,1,The Walk,2015,"Adventure,Biography,Drama"
6.8,483000.0,1,Spectre,2015,"Action,Adventure,Thriller"
4.9,56467.0,2,The Ridiculous 6,2015,"Action,Adventure,Comedy"
5.3,678.0,3,The Murder Pact,2015,"Mystery,Thriller"
4.0,2166.0,3,AfterDeath,2015,"Horror,Mystery,Thriller"
6.6,3544.0,2,Schneider vs. Bax,2015,"Comedy,Thriller"
5.9,878.0,0,The Witness,2015,"Action,Crime,Drama"
7.0,51987.0,3,The Peanuts Movie,2015,"Adventure,Animation,Comedy"
7.5,156027.0,3,Brooklyn,2015,"Drama,Romance"
6.0,62298.0,0,Victor Frankenstein,2015,"Drama,Horror,Sci-Fi"
6.7,134962.0,3,The Good Dinosaur,2015,"Action,Adventure,Animation"
6.6,397619.0,3,The Hunger Games: Mockingjay - Part 2,2015,"Action,Adventure,Sci-Fi"
7.3,149660.0,3,Carol,2015,"Drama,Romance"
7.4,86473.0,3,Trumbo,2015,"Biography,Drama"
7.0,69167.0,3,The Dressmaker,2015,"Comedy,Drama"
8.0,917214.0,0,The Revenant,2015,"Adventure,Drama,Western"
5.5,66271.0,1,Blackhat,2015,"Action,Crime,Thriller"
6.9,3030.0,3,Angry Indian Goddesses,2015,"Comedy,Crime,Drama"
8.1,470423.0,3,Room,2015,"Drama,Thriller"
6.6,13572.0,3,Freeheld,2015,"Biography,Drama,Romance"
7.6,324050.0,2,Creed,2015,"Action,Drama,Sport"
6.9,155830.0,1,In the Heart of the Sea,2015,"Action,Adventure,Biography"
5.8,28342.0,3,Love the Coopers,2015,"Comedy,Fantasy,Romance"
6.2,127842.0,3,Vacation,2015,"Adventure,Comedy"
6.2,90762.0,3,Krampus,2015,"Comedy,Fantasy,Horror"
6.0,72359.0,3,Sisters,2015,Comedy
7.7,1005377.0,3,Star Wars: Episode VII - The Force Awakens,2015,"Action,Adventure,Sci-Fi"
5.7,68600.0,1,Pan,2015,"Adventure,Comedy,Family"
5.3,23247.0,3,By the Sea,2015,"Drama,Romance"
6.4,27875.0,3,Hidden,2015,"Horror,Sci-Fi,Thriller"
7.1,321433.0,3,The Lobster,2015,"Drama,Romance,Sci-Fi"
6.7,29334.0,3,Mistress America,2015,"Comedy,Drama"
7.8,697541.0,3,The Hateful Eight,2015,"Crime,Drama,Mystery"
5.3,68032.0,0,Point Break,2015,"Action,Adventure,Crime"
7.1,103275.0,1,Concussion,2015,"Biography,Drama,Sport"
6.6,150067.0,3,Joy,2015,"Biography,Drama"
6.6,60912.0,1,Macbeth,2015,"Drama,History,War"
7.1,297447.0,3,The Intern,2015,"Comedy,Drama"
5.4,7420.0,3,Captive,2015,"Action,Biography,Crime"
7.8,516170.0,1,The Big Short,2015,"Biography,Comedy,Drama"
6.8,58686.0,3,Man Up,2015,"Comedy,Drama,Romance"
6.2,135382.0,1,Daddy's Home,2015,"Comedy,Family"
7.1,204046.0,3,The Danish Girl,2015,"Biography,Drama"
5.9,11053.0,3,Chi-Raq,2015,"Comedy,Crime,Drama"
5.2,4039.0,3,Mythica: The Darkspore,2015,"Action,Adventure,Fantasy"
6.4,648.0,3,This Changes Everything,2015,Documentary
5.8,3811.0,3,After the Ball,2015,Comedy
6.9,216223.0,3,Legend,2015,"Biography,Crime,Drama"
5.6,304.0,3,A Sort of Homecoming,2015,Drama
6.6,3516.0,2,Bill,2015,"Comedy,Family,History"
7.2,77509.0,2,Anomalisa,2015,"Animation,Comedy,Drama"
5.2,46559.0,3,The Transporter Refueled,2015,"Action,Thriller"
6.9,2215.0,1,Comment c'est loin,2015,"Comedy,Drama,Music"
5.9,114067.0,3,The Last Witch Hunter,2015,"Action,Adventure,Fantasy"
6.1,6129.0,3,Advantageous,2015,"Drama,Family,Sci-Fi"
6.2,6155.0,0,Uncanny,2015,"Drama,Horror,Sci-Fi"
5.9,38.0,3,Anna Unbound,2015,"Drama,Horror,Thriller"
6.8,20400.0,3,Miss You Already,2015,"Comedy,Drama,Romance"
8.1,522083.0,1,Spotlight,2015,"Biography,Crime,Drama"
7.3,86538.0,1,Youth,2015,"Comedy,Drama,Music"
6.5,2671.0,3,L'attesa,2015,Drama
6.5,135.0,1,Land Legs,2015,Drama
6.2,7258.0,3,Queen of Earth,2015,"Drama,Mystery,Thriller"
6.6,3283.0,1,The Treasure,2015,Comedy
5.8,2913.0,3,Slow Learners,2015,"Comedy,Romance"
7.2,867.0,3,Little Big Master,2015,"Biography,Drama"
6.8,34669.0,3,The Diary of a Teenage Girl,2015,"Comedy,Drama,Romance"
6.7,1830.0,3,My Skinny Sister,2015,Drama
5.7,3104.0,3,Till We Meet Again,2015,"Adventure,Drama,Romance"
5.8,4260.0,3,Meadowland,2015,Drama
6.3,14742.0,3,The Meddler,2015,"Comedy,Drama,Romance"
6.9,5794.0,3,Marguerite,2015,"Comedy,Drama,Music"
6.1,1061.0,3,Office,2015,"Comedy,Musical,Romance"
7.1,3369.0,3,The Throne,2015,"Drama,History"
6.9,196.0,3,7 Letters,2015,Drama
7.0,335254.0,3,The Witch,2015,"Drama,Fantasy,Horror"
6.9,818.0,3,Ogres,2015,Drama
7.0,92294.0,3,The Longest Ride,2015,"Drama,Romance"
5.2,5055.0,3,Tiger House,2015,"Action,Crime,Drama"
7.1,2540.0,3,The Murder Case of Hana & Alice,2015,"Animation,Comedy,Crime"
7.3,94436.0,3,Eye in the Sky,2015,"Action,Drama,Thriller"
4.6,7352.0,3,Harbinger Down,2015,"Horror,Sci-Fi"
4.6,2426.0,3,Anguish,2015,"Drama,Horror"
8.0,146374.0,1,Baahubali: The Beginning,2015,"Action,Drama"
6.1,8699.0,3,Tag,2015,"Action,Drama,Fantasy"
6.0,394.0,3,I Am a Soldier,2015,Drama
7.0,148925.0,3,Green Room,2015,"Crime,Horror,Music"
5.9,1281.0,3,A Country Called Home,2015,Drama
6.1,10406.0,3,The Family Fang,2015,"Comedy,Drama,Mystery"
7.1,241556.0,2,Everest,2015,"Adventure,Biography,Drama"
6.6,22830.0,3,"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance"
6.8,24180.0,2,A Perfect Day,2015,"Comedy,Drama,War"
6.4,4188.0,3,Sunset Song,2015,Drama
6.6,45097.0,3,The Wave,2015,"Action,Drama,Thriller"
6.0,33861.0,0,Z for Zachariah,2015,"Drama,Romance,Sci-Fi"
6.6,29317.0,3,Max,2015,"Adventure,Drama,Family"
6.7,33624.0,3,The Lady in the Van,2015,"Biography,Comedy,Drama"
6.6,20533.0,2,Experimenter,2015,"Biography,Drama,History"
6.7,30629.0,1,Turbo Kid,2015,"Action,Adventure,Comedy"
7.0,17026.0,1,They Call Me Jeeg Robot,2015,"Action,Comedy,Drama"
6.3,592.0,3,Halal Love,2015,"Comedy,Drama,Romance"
6.2,18987.0,3,Maggie's Plan,2015,"Comedy,Drama,Romance"
7.2,64976.0,0,The Man Who Knew Infinity,2015,"Biography,Drama"
7.6,18095.0,3,Our Little Sister,2015,"Drama,Family"
6.0,33950.0,3,Equals,2015,"Drama,Romance,Sci-Fi"
7.0,124459.0,1,Demolition,2015,"Comedy,Drama"
6.3,166072.0,3,The Visit,2015,"Horror,Mystery,Thriller"
6.1,14067.0,3,The Bronze,2015,"Comedy,Drama,Sport"
4.2,8552.0,3,Jem and the Holograms,2015,"Adventure,Drama,Family"
7.0,14741.0,3,Battle for Sevastopol,2015,"Action,Biography,Drama"
6.6,14677.0,1,Louder Than Bombs,2015,Drama
5.6,36739.0,3,Survivor,2015,"Action,Crime,Thriller"
7.1,36078.0,3,45 Years,2015,"Drama,Romance"
7.0,58801.0,3,Colonia,2015,"Biography,Drama,History"
6.7,6069.0,3,Summertime,2015,"Drama,Romance"
5.3,1114.0,1,Never Let Go,2015,"Action,Drama,Thriller"
5.8,22699.0,3,Into the Forest,2015,"Drama,Sci-Fi,Thriller"
6.7,11202.0,1,4th Man Out,2015,"Comedy,Drama"
7.2,15509.0,1,Rams,2015,Drama
6.1,812.0,2,The Memory of Water,2015,"Drama,Romance"
6.5,11417.0,3,A Royal Night Out,2015,"Comedy,Drama,Romance"
7.2,8798.0,3,April and the Extraordinary World,2015,"Adventure,Animation,Comedy"
6.4,10839.0,0,Miles Ahead,2015,"Biography,Drama,Music"
6.8,2781.0,0,Brothers of the Wind,2015,"Adventure,Drama,Family"
3.6,308.0,3,The Sin Seer,2015,"Drama,Thriller"
7.0,1858.0,3,Drifters,2015,"Crime,Drama"
5.5,2599.0,0,600 Miles,2015,"Drama,Thriller"
5.8,3272.0,3,Unexpected,2015,"Comedy,Drama"
5.4,2339.0,1,Embers,2015,"Drama,Mystery,Sci-Fi"
5.9,7859.0,0,Evolution,2015,"Drama,Horror,Mystery"
5.9,4638.0,3,The Girl King,2015,"Biography,Drama,History"
6.9,40898.0,3,The 33,2015,"Biography,Drama,History"
7.5,6335.0,3,Parched,2015,Drama
7.1,25065.0,1,Dragon Ball Z: Resurrection 'F',2015,"Action,Adventure,Animation"
8.2,8789.0,3,The New Classmate,2015,"Drama,Family"
7.4,13647.0,3,Sweet Bean,2015,Drama
7.2,4175.0,1,Long Way North,2015,"Adventure,Animation,Drama"
6.3,3132.0,3,Full Out,2015,"Biography,Drama,Family"
5.9,218.0,1,My Good Hans,2015,"Drama,War"
6.4,6498.0,2,Already Tomorrow in Hong Kong,2015,"Comedy,Romance"
2.8,618.0,1,Eaters,2015,Horror
6.8,3603.0,3,Neon Bull,2015,Drama
,,3,Psychosis,2015,\N
5.6,3458.0,3,Ava's Possessions,2015,"Comedy,Horror,Mystery"
7.3,4358.0,3,Flying Colors,2015,"Comedy,Drama"
3.1,219.0,3,The3Tails Movie: A Mermaid Adventure,2015,Family
7.0,29881.0,3,Fathers & Daughters,2015,Drama
5.9,587.0,3,The Steps,2015,Comedy
7.5,865.0,3,Dofus: Book 1 - Julith,2015,"Action,Adventure,Animation"
6.0,1362.0,3,Girls Lost,2015,"Crime,Drama,Fantasy"
6.3,355.0,0,You're My Boss,2015,"Comedy,Romance"
5.7,14901.0,3,Intruders,2015,"Drama,Horror,Thriller"
5.4,11571.0,2,Synchronicity,2015,"Drama,Mystery,Romance"
6.5,50102.0,3,Sleeping with Other People,2015,"Comedy,Drama,Romance"
6.0,9211.0,3,Life,2015,"Biography,Drama"
7.7,89538.0,0,Beasts of No Nation,2015,"Drama,War"
3.4,277.0,3,Other Halves,2015,"Comedy,Horror,Sci-Fi"
5.4,15605.0,3,Emelie,2015,"Horror,Mystery,Thriller"
6.8,2152.0,3,Burn Burn Burn,2015,"Comedy,Drama"
4.9,3395.0,1,The Phoenix Incident,2015,"Mystery,Sci-Fi,Thriller"
6.8,47406.0,1,The Stanford Prison Experiment,2015,"Biography,Drama,History"
5.2,56012.0,2,Hot Pursuit,2015,"Action,Comedy,Crime"
5.9,30139.0,3,The Blackcoat's Daughter,2015,"Horror,Mystery,Thriller"
6.2,6918.0,0,Disorder,2015,"Drama,Thriller"
7.0,695.0,3,Love Live! The School Idol Movie,2015,"Animation,Comedy,Drama"
5.4,35903.0,2,Unfinished Business,2015,"Comedy,Drama"
6.3,58458.0,1,Scouts Guide to the Zombie Apocalypse,2015,"Action,Comedy,Horror"
7.0,180663.0,3,The Gift,2015,"Drama,Mystery,Thriller"
5.7,99549.0,0,Hitman: Agent 47,2015,"Action,Adventure,Crime"
3.2,1393.0,3,Vampyres,2015,Horror
5.2,5753.0,1,Mojave,2015,"Action,Adventure,Crime"
4.9,24523.0,1,Alvin and the Chipmunks: The Road Chip,2015,"Adventure,Comedy,Family"
5.5,46700.0,2,High-Rise,2015,"Drama,Sci-Fi"
6.0,1504.0,1,The Empire of Corpses,2015,"Animation,Horror,Sci-Fi"
5.1,182.0,3,Portrait of a Serial Monogamist,2015,"Comedy,Drama,Romance"
5.8,4255.0,1,Capture the Flag,2015,"Adventure,Animation,Comedy"
6.0,52238.0,3,Absolutely Anything,2015,"Comedy,Sci-Fi"
6.4,31044.0,2,A Walk in the Woods,2015,"Adventure,Biography,Comedy"
7.3,40532.0,2,Bajirao Mastani,2015,"Action,Drama,History"
4.5,43125.0,1,Paul Blart: Mall Cop 2,2015,"Action,Comedy,Crime"
5.6,1275.0,1,Highway to Hellas,2015,Comedy
6.5,8170.0,1,Woodlawn,2015,"Biography,Drama,History"
,,3,The Ethicist,2015,"Drama,Mystery"
6.6,125045.0,3,The Invitation,2015,"Drama,Horror,Mystery"
6.0,70472.0,1,Circle,2015,"Drama,Horror,Mystery"
6.5,1257.0,3,My Name Is Emily,2015,Drama
7.0,1693.0,3,Arabian Nights: Volume 2 - The Desolate One,2015,"Drama,Romance"
7.0,568.0,0,A German Youth,2015,"Documentary,History"
6.4,521.0,1,Montanha,2015,Drama
6.4,569.0,3,John From,2015,Drama
7.0,62847.0,1,Ip Man 3,2015,"Action,Biography,Crime"
4.4,2619.0,0,Sword of Vengeance,2015,"Action,Adventure,Drama"
6.3,18607.0,2,The Assassin,2015,"Action,Drama,History"
6.1,1306.0,1,Welcome to Happiness,2015,"Comedy,Drama,Fantasy"
6.9,255.0,2,Cafard,2015,"Animation,Drama"
7.3,959.0,3,Girls und Panzer der Film,2015,"Action,Animation,Comedy"
4.2,11510.0,3,Superfast!,2015,"Action,Comedy,Crime"
4.1,12294.0,2,Extraction,2015,"Action,Thriller"
6.2,6821.0,3,Barney Thomson,2015,"Comedy,Crime"
6.6,139000.0,3,Burnt,2015,"Comedy,Drama"
5.9,24760.0,0,Jane Got a Gun,2016,"Action,Crime,Drama"
,,3,Vampires in Virginia,2016,"Horror,Thriller"
5.2,122622.0,2,The 5th Wave,2016,"Action,Adventure,Sci-Fi"
6.3,147210.0,1,"Hail, Caesar!",2016,"Comedy,Drama,Mystery"
5.8,62796.0,3,Pride and Prejudice and Zombies,2016,"Action,Comedy,Fantasy"
5.5,3571.0,3,Bang Gang: A Modern Love Story,2016,"Drama,Romance"
7.3,12047.0,3,The Innocents,2016,"Drama,History"
8.0,1215870.0,1,Deadpool,2016,"Action,Comedy,Sci-Fi"
8.0,585795.0,3,Zootopia,2016,"Action,Adventure,Animation"
6.0,106075.0,3,The Boy,2016,"Horror,Mystery,Thriller"
6.6,58323.0,3,Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama"
6.1,21448.0,3,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama"
5.7,142008.0,3,Allegiant,2016,"Action,Adventure,Fantasy"
7.2,373901.0,3,10 Cloverfield Lane,2016,"Drama,Horror,Sci-Fi"
6.7,4894.0,1,Belgica,2016,Drama
6.3,80136.0,3,Triple 9,2016,"Action,Crime,Drama"
6.6,85751.0,1,Midnight Special,2016,"Drama,Mystery,Sci-Fi"
6.4,775732.0,2,Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi"
6.1,124326.0,3,The Huntsman: Winter's War,2016,"Action,Adventure,Drama"
7.1,206856.0,3,Kung Fu Panda 3,2016,"Action,Adventure,Animation"
6.7,106280.0,1,Hardcore Henry,2016,"Action,Adventure,Sci-Fi"
5.4,50009.0,3,The Boss,2016,Comedy
6.6,163840.0,3,Hush,2016,"Horror,Thriller"
7.3,300527.0,2,The Jungle Book,2016,"Action,Adventure,Animation"
4.8,47037.0,3,The Forest,2016,"Horror,Mystery,Thriller"
7.8,895911.0,3,Captain America: Civil War,2016,"Action,Sci-Fi"
6.2,54073.0,3,Keanu,2016,"Action,Comedy,Crime"
5.5,12240.0,3,Ratchet & Clank,2016,"Action,Adventure,Animation"
5.7,41525.0,3,Mother's Day,2016,"Comedy,Drama,Romance"
6.4,27175.0,3,Love & Friendship,2016,"Comedy,Drama,Romance"
6.8,481741.0,3,X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi"
5.7,2890.0,3,10 Days in a Madhouse,2016,"Drama,History"
7.4,398442.0,3,The Nice Guys,2016,"Action,Comedy,Crime"
6.2,130116.0,3,Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy"
5.7,134691.0,3,Neighbors 2: Sorority Rising,2016,Comedy
6.7,290153.0,3,Warcraft,2016,"Action,Adventure,Fantasy"
7.9,105142.0,1,Sing Street,2016,"Comedy,Drama,Music"
5.9,103885.0,3,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy"
6.1,97465.0,3,How to Be Single,2016,"Comedy,Drama,Romance"
5.4,131746.0,2,Gods of Egypt,2016,"Action,Adventure,Drama"
6.4,342036.0,1,Now You See Me 2,2016,"Action,Adventure,Comedy"
7.4,314895.0,3,Me Before You,2016,"Drama,Romance"
6.5,109982.0,3,Money Monster,2016,"Action,Crime,Drama"
7.3,321827.0,3,The Conjuring 2,2016,"Horror,Mystery,Thriller"
7.2,322232.0,3,Finding Dory,2016,"Adventure,Animation,Comedy"
4.9,9262.0,0,Approaching the Unknown,2016,"Drama,Sci-Fi,Thriller"
5.6,4379.0,3,Be Somebody,2016,"Comedy,Drama,Romance"
5.2,195712.0,3,Independence Day: Resurgence,2016,"Action,Adventure,Sci-Fi"
6.1,108282.0,3,The Neon Demon,2016,"Horror,Thriller"
6.3,150379.0,3,The Shallows,2016,"Drama,Horror,Thriller"
6.0,115895.0,3,The Purge: Election Year,2016,"Action,Horror,Sci-Fi"
6.5,228928.0,2,The Secret Life of Pets,2016,"Adventure,Animation,Comedy"
6.3,97018.0,3,The BFG,2016,"Adventure,Family,Fantasy"
6.7,72015.0,1,Popstar: Never Stop Never Stopping,2016,"Comedy,Drama,Music"
6.9,138048.0,2,Swiss Army Man,2016,"Comedy,Drama,Fantasy"
5.2,8748.0,3,Dad's Army,2016,"Comedy,War"
7.3,83782.0,3,The Fundamentals of Caring,2016,"Comedy,Drama"
6.0,98381.0,3,Mike and Dave Need Wedding Dates,2016,"Comedy,Romance"
6.8,254000.0,3,Ghostbusters,2016,"Action,Comedy,Fantasy"
5.4,13622.0,3,Absolutely Fabulous: The Movie,2016,"Comedy,Crime"
6.6,83561.0,1,Café Society,2016,"Comedy,Drama,Romance"
3.4,10468.0,3,Norm of the North,2016,"Adventure,Animation,Comedy"
6.3,73567.0,3,Criminal,2016,"Action,Sci-Fi,Thriller"
7.0,265669.0,1,Star Trek Beyond,2016,"Action,Adventure,Sci-Fi"
7.3,173364.0,2,13 Hours: The Secret Soldiers of Benghazi,2016,"Action,Drama,History"
7.3,104656.0,2,Eddie the Eagle,2016,"Adventure,Biography,Comedy"
6.3,10275.0,2,Southside with You,2016,"Biography,Drama,History"
6.4,64020.0,1,Batman: The Killing Joke,2016,"Action,Animation,Crime"
6.3,15403.0,2,Elvis & Nixon,2016,"Comedy,History"
6.9,62865.0,0,Everybody Wants Some!!,2016,Comedy
6.7,22017.0,3,Tallulah,2016,"Comedy,Drama,Romance"
6.5,144698.0,3,Nerve,2016,"Adventure,Crime,Drama"
6.3,10716.0,2,High Strung,2016,"Drama,Music,Romance"
5.9,744520.0,3,Suicide Squad,2016,"Action,Adventure,Fantasy"
6.2,138765.0,3,Bad Moms,2016,Comedy
6.3,148525.0,3,Lights Out,2016,"Horror,Mystery"
6.1,220841.0,3,Sausage Party,2016,"Adventure,Animation,Comedy"
6.6,251335.0,1,Jason Bourne,2016,"Action,Thriller"
5.9,2134.0,3,Dear Eleanor,2016,"Comedy,Drama,Family"
7.4,313701.0,1,Sully,2016,"Biography,Drama"
7.1,281739.0,1,War Dogs,2016,"Biography,Comedy,Crime"
6.3,9680.0,3,Up for Love,2016,"Comedy,Romance"
7.6,289012.0,3,Train to Busan,2016,"Action,Horror,Thriller"
7.7,143539.0,1,Kubo and the Two Strings,2016,"Action,Adventure,Animation"
7.1,320214.0,3,Don't Breathe,2016,"Crime,Horror,Thriller"
7.8,245052.0,3,Captain Fantastic,2016,"Comedy,Drama"
7.2,61875.0,3,The Light Between Oceans,2016,"Drama,Romance"
5.7,15696.0,1,Kill Command,2016,"Action,Horror,Sci-Fi"
5.6,3957.0,3,Equity,2016,Drama
6.1,219.0,1,The Last Pig,2016,"Comedy,Drama"
6.5,206645.0,3,The Girl on the Train,2016,"Crime,Drama,Mystery"
5.5,1858.0,3,Raising the Bar,2016,"Drama,Family,Sport"
7.6,267557.0,1,Hell or High Water,2016,"Crime,Drama,Thriller"
5.9,48672.0,3,Morgan,2016,"Action,Horror,Sci-Fi"
6.4,2011.0,3,My Little Pony: Equestria Girls - Legend of Everfree,2016,"Animation,Comedy,Family"
6.8,3928.0,3,The Olive Tree,2016,"Comedy,Drama"
7.3,169144.0,1,Snowden,2016,"Biography,Crime,Drama"
5.9,7506.0,3,Catfight,2016,"Action,Comedy,Drama"
6.9,238853.0,0,The Magnificent Seven,2016,"Action,Adventure,Drama"
7.0,83278.0,3,The Infiltrator,2016,"Biography,Crime,Drama"
5.5,3235.0,3,Dirty 30,2016,Comedy
7.1,10529.0,3,Like Crazy,2016,"Comedy,Drama"
7.1,34902.0,3,Julieta,2016,"Drama,Mystery,Romance"
6.8,70478.0,1,Storks,2016,"Adventure,Animation,Comedy"
7.0,48661.0,3,American Honey,2016,"Adventure,Drama,Romance"
6.8,41377.0,1,Shin Godzilla,2016,"Action,Drama,Horror"
7.3,378125.0,2,The Accountant,2016,"Action,Crime,Drama"
7.0,528.0,1,King Dave,2016,"Drama,Thriller"
6.2,79610.0,3,Ouija: Origin of Evil,2016,"Drama,Horror,Mystery"
7.5,850174.0,1,Doctor Strange,2016,"Action,Adventure,Fantasy"
8.1,191069.0,3,The Handmaiden,2016,"Drama,Romance,Thriller"
6.7,202383.0,3,Miss Peregrine's Home for Peculiar Children,2016,"Adventure,Drama,Family"
6.7,73174.0,3,The Finest Hours,2016,"Action,Drama,History"
6.7,854.0,3,Greetings from Fukushima,2016,Drama
6.4,97585.0,3,Trolls,2016,"Adventure,Animation,Comedy"
7.8,67081.0,3,"I, Daniel Blake",2016,Drama
6.4,16670.0,3,Certain Women,2016,Drama
7.9,825705.0,3,Arrival,2016,"Drama,Mystery,Sci-Fi"
5.9,65779.0,0,Ride Along 2,2016,"Action,Comedy,Crime"
7.2,527765.0,3,Fantastic Beasts and Where to Find Them,2016,"Adventure,Family,Fantasy"
7.3,10833.0,3,Divines,2016,"Crime,Drama"
7.0,38014.0,3,Loving,2016,"Biography,Drama,Romance"
6.2,186978.0,3,Jack Reacher: Never Go Back,2016,"Action,Thriller"
8.1,644677.0,1,Hacksaw Ridge,2016,"Biography,Drama,History"
6.7,6768.0,1,Batman: Return of the Caped Crusaders,2016,"Action,Adventure,Animation"
6.4,88733.0,3,Bridget Jones's Baby,2016,"Comedy,Drama,Romance"
6.2,194203.0,0,The Legend of Tarzan,2016,"Action,Adventure,Drama"
5.9,11576.0,1,Wiener-Dog,2016,"Comedy,Drama"
6.3,228498.0,2,Central Intelligence,2016,"Action,Comedy,Crime"
7.6,420336.0,3,Moana,2016,"Adventure,Animation,Comedy"
7.1,73299.0,3,Elle,2016,"Action,Crime,Drama"
7.4,330393.0,3,Nocturnal Animals,2016,"Drama,Thriller"
6.8,25821.0,3,Leap!,2016,"Adventure,Animation,Comedy"
6.1,7994.0,1,The Last King,2016,"Action,Drama,History"
5.8,12477.0,1,The Duel,2016,"Drama,Western"
5.8,323.0,3,Let Me Go,2016,"Drama,Family"
7.6,32698.0,3,Mr. Church,2016,"Comedy,Drama"
8.4,363796.0,3,Your Name.,2016,"Animation,Drama,Fantasy"
6.9,66759.0,2,Free State of Jones,2016,"Action,Biography,Drama"
7.8,731821.0,3,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi"
7.8,277197.0,3,Hidden Figures,2016,"Biography,Drama,History"
7.7,4046.0,0,Dou Kyu Sei: Classmates,2016,"Animation,Drama,Music"
5.9,25216.0,0,True Memoirs of an International Assassin,2016,"Action,Comedy,Crime"
6.8,11357.0,0,Neruda,2016,"Biography,Crime,Drama"
5.6,215372.0,1,Assassin's Creed,2016,"Action,Adventure,Sci-Fi"
8.0,726323.0,3,La La Land,2016,"Comedy,Drama,Music"
7.1,204678.0,3,Sing,2016,"Animation,Comedy,Family"
7.0,478536.0,0,Passengers,2016,"Drama,Romance,Sci-Fi"
6.1,21940.0,2,In a Valley of Violence,2016,"Action,Drama,Western"
6.6,85720.0,3,Jackie,2016,"Biography,Drama"
7.3,92756.0,1,Paterson,2016,"Comedy,Drama,Romance"
